review_date,rating,helpful_vote,review_title,review_body
February 2 2022,5.0,0,great set!,i've had these products for three months and used them every morning -- i love not going to s----ucks anymore!  i have had nothing but great results and have not one negative comment about them... i read reviews that said the frother didn't make enough noise so he didn't know it was done - it has a light that goes on when you push the button to start it  and it goes off when it' s done.  i find that the timing of making the coffee and milk frothing is almost exactly the same (open the unit  put new pod in  close unit and as it warms up to start  put milk in frother and the maker is then ready to go - start them both and they finish about the same time.  i find that low fat milks froth just fine despite what other reviews have said (i use 1% most of the time). love that it senses the "size" of the coffee/espresso pods and brews with the appropriate amount of water (you don't have to push a button to choose a size - but you can push the start button again if you want to dilute it).  love that the pods are recyclable and that the company provides postage free collection bags for that.  love the variety of coffees and espressos available (even by the mermaid brand)  and last but not least  i get to think of george clooney every morning as i make my coffee/espresso!  p.s. i recently bought the "double wall glass coffee mugs  (4-pcak) 12 ounces-clear glass coffee cups" so i could see how beautiful the drinks were as they are made  making the "event" each morning even more enjoyable!
August 17 2019,1.0,2,dreadful  bitter coffee every time.  a real disappointment after the classic nespresso machines,i've owned two of nespresso's classic coffee machines.  i like in particular the ability to use refillable coffee capsules  where i can use high quality expresso like intelligensia's black cat beans.  the vertuo coffee system of nespresso was supposed to be an improvement on the classic system.  our experience with this machine has been anything but positive.  my guess is that nespresso is trying to suppress the customization of capsules  and require that all  capsules be purchased directly from nespresso.  so  the idea is that nespresso uses centrifugal forces (high speed spinning) to extract coffee... brewing parameters are adjusted for each capsule  using the barcode data to regulate the flow and volume of water  as well as temperature  infusion time and capsule rotation speed  which is a process nespresso says helps to produce a rich crema.  in fact  this machine consistently produces bitter  foul coffee (but the crema looks good).  cleaning doesn't help  nor does any other adjustment documented in the manual.  you can't buy refillable capsules that allow you to use your own coffee  either ... this is probably the main reason that nespresso switched to the vertuo system.  the older classical system has become hard to find  which was a big reason for taking a gamble on their new vertuo system.
January 14 2021,1.0,3,brews double the amount of coffee,i received my nespresso in the mail today and set it up and used it immediately. i cleaned it like the website said i should before i brewed my first cup. i used the free sample capsules that it comes with. the first one i used was supposed to brew only 7.7 fl oz and i used a 14 oz cup. when it finished brewing the cup was overfilled and spilling everywhere. i didn't add anything to the cup before adding the espresso so i know that it brewed double the amount that it should have. it doesn't give me the option for choosing a brew size so i know i didn't pick the wrong capacity. i tried it again with a capsule that was meant to brew 2.7 fl oz and it filled a third of the same cup so i am left to believe it is my machine that is working incorrectly. i am feeling really frustrated because i was excited to use this for the first time but i am extremely disappointed in the way that it brewed my coffee. the second cup i brewed was really good and the aeroccino worked excellent  i just wish it had brewed the amount it said it would.
September 15 2020,5.0,1,best coffee machine!,i love this coffee machine and i love my coffee now more than ever! this has been the best purchase i made (after snoo) during the difficult time of postpartum.it took me a very long time to choose a coffee machine and i'm glad i settled on this one. i no longer had (and still don't have) the time to use my bialetti  so i needed something to get me good coffee fast and easy with minimum effort and that's what this machine gave me. having read the reviews i was worried about leaking  but i thought occasional leaking was better than underheated coffee every time (like with some other nespresso machines)  because it at least can technically be fixed. but no fix needed  my machine does not leak a bit.i like aflorazio cups made with stevia and nutpods vanilla oat creamer (i have a different brand of frother that i had purchased before my nespresso) - makes great latte! gives me something to look forward to every morning especially now that we have to mostly stay indoors due to the virus and so much smog.
February 10 2022,3.0,1,when it works - it's great,when it works  it makes great coffee.  we purchased this in november of 2021 and have had the machine for just shy of three months.  in the beginning  it worked fine but after about a month  it just stopped working and would blink red when you tried to make a cup of coffee.  at that point  i cleaned and descaled it and it worked again for about another week or so.  then  blinking red light again.  cleaned and descaled another time with no success.  i called nespresso customer care and we got it working  it made two cups of coffee and stopped again.  i didn't have time to call nespresso so it sat on the counter for two weeks and we tried again and had coffee for two weeks.  then  the same issue.  nespresso is now sending us a replacement machine.  this also happened to my daughter's machine so beware this may be a common defect with the machine design.  also  make sure you clean it weekly and eject the cartridge after each use -- this was a tip from the customer care person at nespresso.
January 27 2019,5.0,7,couldn’t beat this sale price!,this is my second nespresso machine and i love it. it’s quiet  easy to use  and doesn’t take up a lot of counter space.  the milk frother is perfect! i actually stopped going to starbucks because i like my mocha cappuccinos better than theirs! i use organic milk  truvia and of course nespresso espresso pods. this machine was on sale before christmas and i couldn’t resist. my 5 year old nespresso machine is in our pantry in the event we may need it. great deal!
August 23 2020,1.0,4,bad product and poor customer service,the unit was less than 6 months old when it started developing a leak. i have emailed their customer service twice and received no response so i had to get amazon rep involved to get a nespresso rep on the phone. after spending an hour on phone  the rep was finally convinced that the unit was defective and told me that the unit would have to be shipped for a repair. she said the repair would take two weeks  not including the time in transit. no loaner unit  or replacement and she insisted that the unit be repaired. now i need to spend next two + weeks with no coffee maker  and nespresso has absolutely nothing to offer.
June 6 2021,5.0,0,must buy if you love your coffee. downside is the cost of pods,we owned a keurig before and i am glad we made this upgrade. i am a coffee drinker and i am fine with using instant coffee throughout the day. this is good when i am craving that good coffee in the afternoon or in the evening after the end of my work day. we have stopped craving starbucks coffee because of this.love the ease of operation and the size. it is much smaller than a keurig machine and looks great in the kitchen. also i love that you can recycle the coffee pods by sending the used coffee pods to nespresso in a postage paid envelope. i love this easy method. with keurig  although you get recyclable pods  you have to separate the coffee  throw it in the regular trash and then dispose the remaining pack in the recycling bin. with this  you dump all the used pods in the postage paid envelope  pack it once its full and drop it at a nearby ups.the only downside if the cost of the pods. it comes to approximately a dollar to $1.5 per cup depending on the coffee and the deals/coupons you get. but this is gourmet coffee and something i drink only once a day (twice if i had a long day). for regular coffee  the instant coffee works for me.but overall worth a buy if you are a coffee lover and want to upgrade your game.
February 14 2022,1.0,0,ridiculously poor product quality,this is our second nespresso by de'longhi purchase in the last two years and definitely our last. our first machine (citiz) began leaking water from the bottom at the one year mark (very gently take care of machine.) when we called in to tech support we were told that it was dead  nothing could be done  and that we could get a 35% discount off a new machine of the same line. not wanting to get another one that would have the same issue  we opted to get the vertuo.the vertuo arrived on sunday and was dead on arrival. the pump will run  but no water moves through the machine and based on the blinking lights  it seems to think that is in descaling mode  but who can tell. i have tried the fixes on youtube  but am exasperated with a new out of the box machine that does not work.i would stay far far away from any of these machines. they appear to have material quality control issues and the response from support is to buy another one...
October 18 2021,1.0,2,only owned for one year before it stopped working...lightly used only 170 cups!,this coffee maker was on a coffee bar in our home and was hardly used. we've run exactly 170 cups of coffee (i reviewed our nespresso orders) through this machine before it stopped working.  our home has a water softener and the water we use is from our reverse osmosis filter. it's ridiculous! if you run the descaling mode  it never stops that mode.  we've run descaling for over an hour  filling the water tank several times  emptying the recipient cup as many. so disappointed. we've had nespresso machines for years...not happy at all with this purchase...avoid!
December 5 2020,1.0,2,do not buy this machine!!!,do not buy this machine!!! first time i had nepresso coffee (expresso) was in the netherlands at a family member’s house. my husband an i loved it! two years later  had the coffee pod version at a friend’s house and decided i would purchase it!  bought it on amazon  everything appeared to be in great working condition. long story short  it leaked all over my counter. a couple of months later  started acting funny and found out it needed descaling. i bought descaling solution from target  hoping this would resolve the issue  but it didn’t. after that  o decided it was taking up too much counter space  so i tossed in the garbage...yes the garbage. after reading reviews on this machine and the response individuals were giving  i thought it wouldn’t be worth my time and effort to ship it in for repair or replacement. totally disappointed!
June 30 2021,1.0,2,broke after 2 months. do not buy,well it made delicious coffee while it lasted!.but now the nespresso vertuo plus has died after just 2 months of normal personal use.completely unacceptable for a product that holds itself out as a luxury item.nestle is sending me a replacement but i honestly question how much i want to keep investing in their system and coffee when i feel i cannot trust it.if you must buy a nespresso  do your homework on the best models  because this is not one of em. or better yet  just learn to make espresso the real way and buy a machine that will outlive us all. no expensive proprietary pod system to buy into either.
October 28 2020,3.0,1,best coffee but substandard protection for shipping,in my opinion  the nespresso is the best coffee around and when my older machine stopped working  i quickly purchased another.i’d have given it 5 stars across the board if not for the horrible shape the box was in and the fact that it looked as though someone sent me a used box and machine.you can see by the photos what sort of shape the insides were in too. to top it off there was no manual. luckily i still had the manual from my old machine.if it wasn’t for the fact that even one day without my nespresso was not something i wanted to endure  i would have sent this mess back.my advice would be to choose the brown box option when ordering. maybe it would be better protected.i also am writing this review as documentation should the machine break or stop working due to the horrible condition it arrived in.
February 18 2022,5.0,1,wow! can’t believe i didn’t buy this sooner!,i am a self-proclaimed coffee snob. i was getting frustrated that at my office i only had a mini keurig and the coffee just tasted horrible.  it took forever to heat up and the coffee was just meh.  someone mentioned the nespresso to me so i took a chance and ordered it. i cannot believe how much better the coffee is! the whole machine is such better quality than the keurig. the way that it heats up the water so fast and disposes of the pod for you is amazing! it is so a much more efficient than the keurig. it’s a gorgeous design and the functionality is impressive. for the price  i cannot believe i hadn’t bought this sooner. it’s amazing!
April 14 2021,1.0,2,terrible machine,i have one nespresso vertuo machine  so i purchased the vertuo plus one for a vacation home.  it didn't work from day one.  nespresso has the absolute worst customer service.  it was defective from the minute i opened the box.  nespresso didn't respond to two complaints and only responded once i wrote on their facebook page.  even then they said they couldn't/wouldn't help me and would defer to amazon's policy for returns.  fortunately amazon took the machine back  although i had to pay a 20% restocking fee.  i continue to enjoy the coffee/espresso from my original vertuo machine  but will not purchase another from them because their customer service is so awful.  do not buy the vertuo plus.  the vertuo is a better machine.
June 20 2020,1.0,6,do not buy!!! it will only work for a few months!!! piece of crap!,i bought this machine in february and now it is not working.  it is a piece of crap.  do not waste your money on this machine!  no customer support!!!  no support from amazon either!  i have just thrown hundreds of dollars down the drain!  do not buy!
April 22 2020,1.0,5,needle broke just outside of warranty...,this product makes a fine cup of coffee/espresso. grand  even. unfortunately for me the needle broke just outside of the 1 year warranty. $125 to whisk away the machine for repair or a 35% discount on a replacement machine (mind you  this discount isn't applicable to the latest machine) for about the same amount. already an indulgent approach to morning coffee  this is an untenable luxury in the post covid-19 hellscape we find ourselves. don't add more uncertainty to your life. it's on to chicory for me. lukewarm regards  nespresso.
September 7 2019,1.0,9,junk!!!!,i can’t tell you how excited i was to get this. and how disappointed i was when it failed. i followed the instructions to clean the machine. nothing. i called support. they walked me through the process. nothing. defective. within 15 minutes. defective. junk. do not buy this thing.
August 9 2021,3.0,2,loved…but lived for the price,we loved our nespresso vertuo machine for a year and some change. but then it gave us the solid red light of death in the middle of a descaling session. support couldn’t help and all the online chatter points to this being a problems for many vertuo owners. i’m sad because i love the coffee and thought it was saving me money…but not if i have to replace it every 1.5 years.
October 26 2021,3.0,0,the electronics controls went wonky after a few months,despite the negative experience with the first unit  i just bough the exact same model to replace it.  but this time i bought the extended warranty.  we'll see if i need it.  the last one started having electrical troubles after a few months  but i was still able to use it.  but it finally stopped working about two weeks after the one-year warranty expired.  i suppose i should have sent it back before one year was up.the unit is quite sturdy mechanically.  it's a bit confusing trying to get it to run the descaling process every few months.  that's partly when the electronics started acting funny.  after that  the status light started showing half red half yellow when it should have shown green when it was ready to brew.  but it still worked  so i ignored the incorrect light status.
December 7 2019,4.0,4,leaks,loved this when we first received it  now it is leaking all over the counter  i read in other reviews that people had this problem   bought it anyway hoping it would not happen to us.  well it did.  i would not buy this brand. (to their credit  nespresso is sending me a new machine and i will return this one. they pay for shipping  they are not sending me the same machine however.)  the coffee is fabulous and i drink decaf everyone seems to like the coffee.  just not the mess it leaves on the counter...  :(**update**  i have changed this to 4 stars!  nespresso is a wonderful company to work with they sent the new machine so far so good.  coffee is worth it!!**
March 9 2022,2.0,0,great coffee but machine is already not working right,this machine makes good coffee! i make the ice leggaro in it every day and it’s been amazing. my main issues come from the machine itself. it is already malfunctioning and i’ve not had it even half a year yet. i’ve had it maybe 2-3 months. when i put the pod in it won’t let me make the coffee. i’ll put the top down and it’ll continue beeping green so then i have to take the pod out and reinsert and i’ll have to redo this process 3-4 sometimes more until it works. this means i’ll have to take the back off so i can catch the pod before it goes with the used ones. it’s just a hassle and not what i expect from a brand new coffee maker. today was the final nail for me writing this review as i opened the machine to make coffee today and yesterday’s pod got stuck on top so i had to remove the back (which had only one used pod in it as i just cleaned it) and then it fell and i was able to put the new pod in and go through with the stupid putting it in  closing machine  having to reopen and catch the pod before it goes to the back  then replace it  hope it works or continue this cycle till it does. i like the coffee this makes and i’m just so bummed by the quality of the machine.
February 25 2022,5.0,0,best coffee you can make at home...,after hemming and hawing over this i pulled the trigger. a great decision. best coffee you can make at home. read a few reviews that said the coffee wasn't hot  which held up my purchase  however it is every bit as hot as my keurig. the milk frother is excellent  if you use half and half there isn't any liquid at all  all froth. as good as keurig is  it can't hold a candle to this. just making regular coffee it's great. a little pricey for a home brew  but a quarter of the cost as starbucks  and is just as good  if you really get into it with flavors and technique  you can beat starbuck's latte's and cappuccinos hands down. if you're a coffee fanatic like me. you'll love this machine.
January 13 2018,5.0,6,great coffee every time!,i love coffee! i have an expensive burr grinder  a top-of-the-line coffee brewer  coffee press  the works. i buy different beans and make my own blends. just so it's clear  i love coffee! so  i was somewhat reluctant to purchase a nespresso when my wife said it's sometimes easier to make just one cup instead of a whole pot when we no one will be home. "that's what they have starbucks for." i argued. but when our frother finally died  i thought it would be a good time to buy the nespresso combo machine plus frother.wow! this thing actually makes great coffee! hot  perfectly brewed coffee! haven't tried all the varieties yet  but intenso and stormio are great. and the frother works very well also. life is good!
August 3 2020,5.0,3,amazing product!,i consider myself a coffee enthusiast. i care a lot about the quality and taste of my coffee. this coffee machine has made my everyday life tremendously more enjoyable. i am pleased with the features of this machine which include: easy access to the water tank  easy touch lever to put the espresso pod in  the fact that it includes the milk frother (big bonus)  and that it makes great tasting coffee. prior to purchasing this coffee machine- i did my fair share of research. something that particularly stood out to me that made me want to purchase the product that made it unique to other coffee machines  is that it uses barcode recognition and a brewing extraction system. there is a different barcode for every different coffee type on each capsule and the machine adjusts the flow and volume of water  temperature  infusion time and capsule rotation to make the best coffee. this was an upgrade from my standard keurig which simply just pushes hot water through the coffee grounds. this product has changed my life!
February 2 2020,1.0,2,lasts maximum 2 years,awesome!  great cup of coffee!  i've made over 60 cups of coffee and no problems. i have also made several cups of home made coffee using the recaps capsule filler and refilled with lavrassa ground coffee.  yum!would purchase again.update:  liked it so much i bought a second one for my other house.  the first one died after 2 years. cleaned and descaled it. only expelled a small amount of water.  so i bought a third unit!  went home to our other house and that unit failed the same way!!!!  i’m now out two units. next fall i will see if my third unit still works.  maybe it has something to do with not using it for 6 months.  i will never buy another!
April 15 2020,3.0,2,it stop working properly after 8 months,i'm making the review 7 months after my purchase because my fairly new nespresso machine started leaking and when i called costumer service for help  they said i would have to send the machine to be fixed which is good  but i was told it would take 7 to 10 days. it has been 2 weeks and i haven't heard anything about it  so i called and was told that it is now going to take 4 to 6 weeks. this is very disappointing since it was not even a year old machine. i was told that nespresso offers loaners but for some reason the company said they can't send me one because they have none to give out. i am now left with lots of coffee pods and no machine. not good costumer service. they actually offered me coffee but i would have to pay for it wow as im telling them i have no machine.
December 10 2018,5.0,1,wow  completely different experience from other "pod coffeemakers","is this a good coffee maker?"  well  that's going to depend upon your expectations in coffee.if you're looking for a "pod coffee maker" that makes normal drip coffee (think keurig) then nespresso is somewhat different  and may or may not meet your expectations.i also have a keurig.  it's just fine for brewing basic  cheap coffee (or more expensive if you buy major-brand-name capsules).  i like my keurig--we've had it for over 5 years  and it works great.  but  those who are environmentally conscious will soon realize that keurig is not recyclable at all  and countless billions of pods a year are making their way into landfills.nespresso's pods are made of 100% recycled/recyclable aluminum.  nespresso is very focused on a goal of 100% recycle-ability  and provides recycling bags with fully pre-paid shipping.  fill the bag (holds about 75-100 capsules)  seal it  and drop it off at your nearest ups store (or nespresso store/kiosk if you happen to have one in a mall nearby).  nespresso will dismantle the pods  collect all the used grounds and process it into compost for landscaping use  and then melt down the pods and recycle them.  100% recycled!all those recycling costs are already built in to the pod cost  so while these pods are more expensive than keurig  there is zero waste as long as the consumer does their job.the best way i can describe nespresso is it's a totally new coffee "experience."  espresso or "foo foo coffee" lovers will likely be very pleased with this machine line.  folks who aren't impressed with anything beyond a drip cup may find nespresso a little "snooty" for them.nespresso's vertuo product produces coffee that is much more similar to a cup of espresso.  the pods are spun at variable rpm's (typically 3000 - 7000rpm) and use "centrifusion" - a made up word intended to commingle "centrifugal force" and "infusion".  basically  they spin the pod  a pump squirts in water  and the spinning forces produce the coffee which is extracted and drips into the cup.  it's not particularly noisy for a kitchen appliance  but you can definitely hear the spinning.  regardless of pod  they all come out with a layer of crema (coffee foam).  there are (at the moment) five "sizes" of pods  which produce 1.5oz (espresso) up through 14 oz ("alto xl").as with any product line  there are pros and cons.  there are some fantastic things about vertuo and a few limitations.pros: absolutely fantastic coffee.  all cups have a crema layer on them  and there are a relatively plentiful number of flavors and intensities available  ranging from lighter and fruitier/acidic flavors all the way up to very dark bold and smoky options.  there are seasonal special pods as well  such as holiday blends or single-origin "master" type coffees.  pods and contents are 100% recyclable.  easy to use out of the box--there's one button.  you press it.  it works.  milk frother (optional add-on  included in our purchase) is fantastic.  i thought it was going to be a gimmick  but i use it with every cup!  it's easy to use  and creates that "latte experience"--it makes better lattes' than a certain really large chain whose name ends with "bucks"--yeah  you'll spend 'em there.  pod cost  compared to an espresso shop brewing an equivalent latte for you  is cheap.  very tightly-integrated recycling: drop pods in bag.  bag full? seal it and drop it off at your ups store.  pre-paid return shipping means zero-extra cost.  done.  milk frother is very easy to clean--takes about 15 seconds  if that.  i've only owned the machine for a month  but the build and overall experience lends itself to belief this is a very high-quality unit.  excellent app (ios/android)---you can view/order/manage pods  accessories  maintenance/cleaning products and subscriptions right from your phone/tablet.  love a particular flavor?  just add it to your cart.  it even supports automatic/routine replenishment if you want that.  seasonal and other specials show up in the app when available  making the app a one-stop-shop.  company is very plugged in environmentally and has created a coffee experience that doesn't fill a landfill.  if you actually play the game the way nespresso intends  it's a holistic coffee experience and a great one at that.cons: no third-party pods  and pods are relatively expensive when compared to other "pod" brewing standards.  you want this machine?  you'll be buying nespresso-branded pods from nespresso  or authorized resellers  and at full-tilt retail which typically runs about $0.90 for an espresso pod and up to $1.20 for their normal coffees (some origins are as high as $2.00 a pod).  so each cup is roughly double the cost of a keurig brew.  there are about 20 different pod flavors and five sizes available  so most people will find something they like  but if you don't love one of the 20  you're out of luck as there are no 3rd-party options without "hacking together" a used pod  some self-ground coffee  and some foil cap stickers you found on the internet.overall  this is an excellent machine for those who want more than a pod of coffee.  i've owned it for a month and i'm 100% hooked.
January 24 2018,5.0,14,if you want quality coffee and espresso  this is the way to go,i bought this because my old nespresso machine (as in really  really old) is finally starting to give up the ghost.  i always wanted the kind that made coffee too but they were simply too expensive in the past for me to consider.finally got one  and love it!  i was a bit worried because apparently some of this line leak  but i have had zero problems with mine so far (i've had it about a week).  i realized that because i usually make a morning latte that has two espresso shots in it (ie. two of the capsules) i would be better off with a machine that makes coffee too  so i got this one.  i love the coffee.  make no mistake:  this machine is nothing like a keurig  and if you like keurig coffee  this is not for you.  this machine makes strong  lucious coffee with crema on the top  which i love  and it also makes espresso.  if you regularly go out for coffee at a place like starbucks or somewhere else that makes fancy coffee drinks  you'll love this  but if you're after the kind of insipid drink that passes for coffee in a lot of the us  this will not be for you.  i had given up on drinking drip coffee completely  because it's usually not strong/tasty enough for me  so i alternate between making a cold brew myself and this machine  and it keeps me going.one small nitpick:  i actually like the espresso from my old machine a bit more  because my old one had no auto-shut off  and i could adjust the strength of the espresso to my own purposes.  i also prefer a bit less crema on my espresso than this makes.  but it's a mild complaint.i'm in love with this machine!
October 29 2020,1.0,4,it was great  at first,the machine was great at first  but two months in  and it's constantly overheating and stuck in descaling mode. i haven't had a decent cup of coffee in weeks  so i'm back to going to starbucks every few days. the only help customer service is offering is to send them my machine for up to 2 weeks  not including transit time. since i have absolutely no intention of going 2-3 weeks without coffee  i will be buying a keurig. the coffee's not as rich but i never had any issues with my keurig machine.
September 15 2020,1.0,4,after 11 months  machine now diverts all nespresso out of back onto counter,despite following all directions for descaling and cleaning  the common problem has no emerged on my machine.  while it technically does still brew nespresso  instead of depositing it in my cup from the spout on the front and prefers to blast it out of the back resulting in a messy counter.  currently waiting on nespresso to contact me back re:warranty.
June 28 2019,2.0,1,mmmmmmm....now i’m not sure it’s worth it!,update 9 months later. now the frother isn’t working properly. it won’t heat the milk any longer and sometimes is difficult to start. i’ll press the button and it will blink and never start. seriously 9 months??? i am the only one that uses it once per day and i follow all instructions to a “t” for cleaning. i’ll reach out to see if i can get help with this but i really expect it to last longer than 9 months....wow  starbucks coffee is a thing of the past now for me! as many have mentioned  the pods are the “worst” part of this system only because they are so expensive. but damn they are good. my drink at starbucks was always soy latte. i have now perfected my homemade soy latte. i use the purple espresso pod and run it through 2 times. then i use original silk soy milk in the frother. add the milk to the double espresso and voila! best soy latte i’ve ever had for just over $1 per day. not cheap but better than $4.50 at starbucks. i’m happy!
September 5 2018,3.0,4,very nice machine  don't like the coffee,this is a very nice machine; the motorized compartment where the coffee pod goes is a fancy touch. the problem was the coffee. i did not like the coffee and my wife only liked two pods. also  the temperature of the coffee was not very hot; it's ready to drink right out of the machine  but by the end of the cup  or if you wait a minute to drink it  the coffee is cold. the milk frother doesn't do well with soy milk  nor does it heat the milk enough either. i did not have problems with the water tank leaking as others have.i would recommend going to a nespresso store a few times and trying the coffee for free  prior to committing to buying the machine.
September 7 2020,2.0,4,buyer beware - 12 months,if you only need a machine for 12 months this is fine. longer than that ... this was my 2nd nespresso machine and now my last. both started massive leaking hot coffee out the back at 14 months. both times customer service told me i was sol. out of warranty.
May 17 2018,5.0,6,5 stars isn't enough!,this is everything i wanted my kuerig to be  and more. god i love using this thing. you want quality espresso? check. you want a quality cup of coffee to jump start your day? check. you wanna mimic that $10 cup of coffee you get at starbucks  and then some? check! checks all around. hell  they even give you recipes on their website so you can spice things up a bit! i can't recommend this thing enough. oh and the drinks come out so nice and fancy looking. i feel a little bit more and more like clooney every time i brew a cup!
April 24 2019,5.0,0,love it  robotic head lifting is nice  and disposal is easy,2-year edit: unit has started to leak underneath. contacted nespresso is no help. they will have you go through the long-drawn-out cleaning  and doesn't fix a thing. they want you to empty the pods each time. don't leave them in the catch container  or they will drip.edit: flavors  oh man  you have to try the caramelizio  bianco leggero (over milk) and the bianco forte (over milk)makes good coffee  i'm still searching for the perfect flavor  but the machine itself is a work of art. i love the mechanical head lifting and how it disposes of the used capsule to it's container held in the back. it's actually pretty high-tech  so if anything malfunctions  there is an easy way to reset it without issue.your machine may need to be reset to its factory settings  to correct the amount of water dispensed through your capsules. to return to factory settings  we recommend the following steps:tap the lever upward  to eject any used capsule from the capsule chamber  then tap the lever downward  to close the head of the machine.push the lever down for approximately 3 seconds  until the green light goes out  to turn off the machine.press and hold the coffee button and lever down  simultaneously  for approximately 3 seconds  until the light is steady orange  then release the lever.press the lever down 3 times. the light should start blinking quickly in a pattern of 3 blinks and a pause.once the blinking pattern is established  press and release the coffee button.the light will blink 3 times slowly  to confirm the reset  then turn a steady green.
April 14 2020,1.0,3,won’t last you 3 months.,great little machine  unless you want it to last more than 3 months. a little after the 3 month mark  coffee started spilling over everywhere. i ran the cleaning cycle  changed the pod size  moved it to another location... we tried everything. nothing fixed the problem. i don’t know why i didn’t buy the breville brand. we have 2 other breville cappuccino machines. and even with daily use 2 or 3 cups  we’ve had no issues.
May 12 2020,5.0,1,great machine  however compared to the black vertuo plus  not as good of quality of components,the machine itself is awesome  however i returned this color because it is not as pictured and not as nice qualityi ordered the black one and returned this one  for the following differences:black has actual chrome - heavier pieces and nicer quality than the grey plasticblack was shipped the bigger water capacity tank  the grey  although it stated same  was shipped with smaller capacityblack has a better on button with chrome where the grey one had plastic.the overall quality of the grey was not consistent with the online description  nor as good of quality components.  i suspect the red would be similar to the grey quality.
October 5 2020,5.0,1,amazing coffee machine (better than keurig!!),i've have a keurig but the coffee always tasted watery and just not at all like cafe style coffee. i even bought a make-your-own-k-cup so i could use better quality coffee and it still did not make good coffee. this nespresso machine is pure magic! the coffee is amazing!the nespresso machine has excellent coffee capsules and works way better than any keurig i've ever used. it even came with like sampler 10 pack of capsules to try their popular flavors. i bought the red machine only version (if you were curious). no issues so far but i'll update if anything comes up.
November 16 2021,1.0,2,stopped working after 10 uses,stopped working after a month  not sure why but i have called customer support and the only option is to pay repair cost that is nearly as much as machine or take a 35% discount on new model.  we used this thing for a month but were unable to get a hold of support and eventually gave up.  i got it for my wife's birthday gift last year.  when i talked to them today they walked me through the reset options which i had already found online and then said i had a faulty button and need to order a new machine.  not impressed as i have 40 pods i can no longer use after using this only 20 times.
August 9 2020,2.0,3,missing "welcome package",i was so excited at how quickly this shipped as i have been without a coffee machine for quite some time. however  upon arrival i open the box and no coffee pods..this is really disappointing since it says in the description that it is included. i purposefully didn't order extra because i wanted to try and see which one i liked best. contacted seller and hope to hear soon and hoping it is just a mistake and not that i got a dupe product. deciding on just getting it from the store since it is back in stock and just sending this item back. very frustrated. the only reason it gets two stars is because the machine itself is beautiful and shipping was quick.
October 23 2021,4.0,0,directions are very scarce  have to plug the machine in to get the door to open,dislike: the  written instructions and online instructions are very vague.  one important thing they neglect to tell you? you have to plug the machine in to get the top door to open.  in many other coffee machines  the doors open without any power. this machine you have to plug it in for anything to work including the doors.  the instructions are written in several languages  are hard to read   and mostly only have pictures with few words.the flavor from the coffee and everything else is fine. just beware if you think you can just figure this machine out in 10 minutes.
August 20 2019,5.0,1,fast  reliable  tasty  recyclable.,this is a great machine. it makes my espresso daily my wife coffee and decaf. i appreciate that it automatically detects whatever type of pod is inserted and adjusts the water accordingly. the used pods are recyclable  so we just bag them up and send them back to the manufacturer (free postage)  so this product generates no trash beyond the packaging it ships in. it’s easy to clean and maintain; we’ve had no problems in 8 months of daily use. the pods cost about 85 cents each  which is a little more than the grounds for a conventional espresso machine  but it takes no time to prepare or clean up.  we’re all busy  and no one wants to spend three minutes washing coffee grounds out of all the crevices of their machine. this simplicity  speed  and cleanliness makes the nespresso a great value.
December 12 2020,2.0,2,i love this coffee  but ..... won't last,the good news  nespresso has the best customer service i have ever experienced. unfortunately  i have lost faith in this product. i bought this one year ago and loved everything about the coffee! i was thrilled. four months later it  died  but i called customer service and they sent me a new one. three months later that one broke and they wanted me to send it in for repair but i asked for a new one and they obliged. five months later that one died. i am waiting for their box to send it in for repair  but this is nuts. three machines in a year!!!!! i am so bummed. if you do purchase this  open an account with nespresso on their website so you get the great customer service. plus  when you buy pods from them directly  they send you free stuff to start and free samples every time  plus you can only get the recycle bags from them directly. free shipping over $100  scheduled delivery  and you can return unopened packages. i hope they get it together ... but when this one dies  i am done. good luck.
March 29 2020,5.0,1,super impressed!,i finally took the plunge and was very skeptical after a terrible experience with a different brand of pod-coffee maker ;) wow this machine is amazing. the flavor is delicious  it's easy and well thought out. i can't say enough good things. i was a bit worried about the coffee temp as i've seen some reviews that say the coffee is only lukewarm but that has not been my experience. all of my pours have been piping hot.i've only had it a week but i'm in love. i was paying $4 a day for my coffee habit prior to purchasing this machine so the cost of the pods don't bother me and i really enjoy that there's essentially no clean up. the ease of use is totally worth the need to buy pods. so far  they've all tasted great as well.
November 5 2019,3.0,1,lid didn’t close. got a replacement. so far so good.,update 11/20/20: i received my replacement from amazon. so far so good. coffee tastes great. the foam is something to get used to. i didn’t know the machine came with a sample pack of coffee so that was a nice surprise to try different varieties before committing to a specific roast.—-i was craving my first cup of nespresso coffee all day. i came home  went through the cleaning process  opened the lid back up and inserted a pod and now it won't close. called nespresso directly  was on hold for about 10 mins and the tech finally told me its probably defective and to return the machine. big disappointment so far. now i need to somehow return the machine but still need to figure out how to close the lid first!
May 18 2021,1.0,1,only lasted 45 days!!!,my nespresso vertuoplus machine quit working after 45 days of using it only once a day. now it doesn't brew using the proper amount of water resulting in quite a mess on my counter top  i contacted customer service through amazon and because it was outside the 30 day return window they could only refer me to the delongi website to be told i could not get a replacement for 3 months due to a computer chip shortage. my coffee pods will be old by then!  very frustrated and disappointed.
